page_route,page_purpose,block,control_label,control_type,what_it_does,component_package,shared_or_unique,binding_shell,viewmodel_or_hook,data_source,read_or_write,operation_name,ui_states_present,auth_required,status,notes,max_length,required,default_value,destination_page
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Carousel dot indicators,button,Jumps directly to a media slide or the catalogue slide; the last dot is labeled View catalogue slide.,components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,local_state,none,,none,no,working,"R8, added 10 Aug 2026. N+1 dots for N media items; active dot is a gold lozenge.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Catalogue slide CTA (View catalogue),button,"Fires the catalogue-destination intent from the synthetic final carousel slide; opens the R4 fixture-action notice (10 Aug 2026 review gate), non-persisting, in this pre-parity pass.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,fixture,none,,none,no,working,"R8, added 10 Aug 2026. Real destination (owner vs. public context) is a later wiring concern, recorded in the package README.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Description See more / See less,button,Expands or collapses the three-line description clamp.,components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,local_state,none,,none,no,working,"R8, added 10 Aug 2026. Renders only past the 160-character clamp threshold.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup credits,Credit handle link,link,"Routes to the credited creator's profile for a story or adventure item's connected assets (narrator, location, character).",components/kit/credits,shared,KitCredits,useKitCreditsViewModel,fixture,none,,none,no,working,"R11, added 10 Aug 2026. Handle links to the live old-design route /studio/profile/[username]; closes the 0.7 inventory gap, the credits feature previously had no CSV row. R1, updated 10 Aug 2026 (kit polish 3 pass): this link now renders inside the popup's collapsed one-credit row (first credit only) or inside the stacked KitCreditsModal's full list, never the old uncapped KitCreditsView panel.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),/studio/profile/[username]
/studio/v2/community,"Pre-parity staging mirror of the Community browse hub (docs/BUILD-BLUEPRINT.md chapter 3, route law 3.3). Fixture-driven, no live data.",asset detail popup,Close (forwarded to modal-frame),button,"Dismisses the popup; identical to backdrop click and Escape, all three forwarded to the composed KitModalFrame.",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,none,none,,none,no,working,Same close control as the modal-frame row already logged; listed here for this popup's consuming context.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Community
/studio/v2/vault,"Pre-parity staging address for the Vault hub (docs/BUILD-BLUEPRINT.md 3.1 row 3). Fixture-driven, no live data.",asset detail popup credits,Credit handle link,link,"Routes to the credited creator's profile for a story or adventure item's connected assets (narrator, location, character).",components/kit/credits,shared,KitCredits,useKitCreditsViewModel,fixture,none,,none,no,working,"R11, added 10 Aug 2026. Handle links to the live old-design route /studio/profile/[username]; closes the 0.7 inventory gap, the credits feature previously had no CSV row. R1, updated 10 Aug 2026 (kit polish 3 pass): this link now renders inside the popup's collapsed one-credit row (first credit only) or inside the stacked KitCreditsModal's full list, never the old uncapped KitCreditsView panel.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),/studio/profile/[username]
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",filter bar,Search creators,input,Free-text query filters the visible creator list client-side against handle substring.,app/studio/v2/creators/CreatorsV2Mockup.jsx,unique,CreatorsV2Mockup,local_state,local_state,read,,empty,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",filter bar,Sort (Most followed / Most played / Most hearted / Recently active),select,"Reorders the visible creator list by the chosen stat; Most hearted sorts by works count as a proxy pending a hearts stat on the creator-card contract, flagged in the sprint report.",components/kit/dropdown,shared,KitDropdown,useKitDropdownViewModel,local_state,read,,none,no,working,Default sort is Most followed.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",creator grid,Follow / Following toggle,button,Toggles the creator in the mockup local followingIds set; reads Follow or Following.,components/kit/creator-card,shared,KitCreatorCard,none,local_state,write,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",creator grid,Recent-work thumbnail,button,"Opens the KitImageOverlay (frame and all) for the clicked thumbnail, the ruled destination for creator thumbnails (docs/BUILD-BLUEPRINT.md 2.13).",components/kit/creator-card,shared,KitCreatorCard,none,fixture,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",creator grid,View profile,button,"Opens the R4 fixture-action notice (10 Aug 2026 review gate), non-persisting; real navigation to a creator profile detail page is out of scope for this pass (no such page is built).",components/kit/creator-card,shared,KitCreatorCard,none,fixture,none,,none,no,stubbed,"Honest stub, not a fake navigation. H6 drift-closure note (docs/PARITY-AUDIT.md section 11 item 3): the component now renders ""View profile"" as recorded here; no row text change needed.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",grid endcap,Show more,button,Appends the next batch of fixture creators (PAGE_SIZE 9) to the visible list.,components/kit/load-more,shared,KitLoadMore,none,local_state,none,,"default, loading, exhausted",no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/creators,"Pre-parity staging address for the Creators browse hub (docs/BUILD-BLUEPRINT.md 3.1 row 2). Fixture-driven, no live data.",bottom banner,Read the lore CTA,button,"Opens the R4 fixture-action notice (10 Aug 2026 review gate), non-persisting; the journey-loop destination CTA (Creators sells Lore).",components/kit/promo-banner,shared,KitPromoBanner,none,fixture,none,,none,no,stubbed,"Copy is fixture placeholder, flagged for Brian review.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Explore > Creators
/studio/v2/vault,"Pre-parity staging address for the Vault hub (docs/BUILD-BLUEPRINT.md 3.1 row 3). Fixture-driven, no live data.",filter bar,Search your vault,input,Free-text query filters the visible item list client-side against title and subtitle.,app/studio/v2/vault/VaultV2Mockup.jsx,unique,VaultV2Mockup,local_state,local_state,read,,empty,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Create > Vault
