target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
B,components/studio/my-creations/edit/sections/room-templates/room-template-multiplayer-section/RoomTemplateMultiplayerSection.view.jsx,Studio > My Creations > Edit > Room Templates > Players and Turn Order > Multiplayer Invitees,Remove (per invited player),button,NONE,no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by onRemoveInvitedPlayer calling updateMultiplayerState with player filtered out",onRemoveInvitedPlayer(player.id),"form.data.invited_players, persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one button per invited player row","Repeats once per entry in invitedPlayers array, one row emitted per repeat pattern."
B,components/studio/my-creations/edit/sections/room-templates/room-template-multiplayer-section/RoomTemplateMultiplayerSection.view.jsx,Studio > My Creations > Edit > Room Templates > Players and Turn Order > Multiplayer Picker (modal),Close picker,button,NONE,no,NONE,"NOTHING CONSUMES IT, closes local modal UI state only",onClose calling setPickerOpen(false),NONE (local UI state only),pickerOpen is true,"X icon button in modal header, closes the picker without persisting anything itself."
B,components/studio/my-creations/edit/sections/room-templates/room-template-multiplayer-section/RoomTemplateMultiplayerSection.view.jsx,Studio > My Creations > Edit > Room Templates > Players and Turn Order > Multiplayer Picker (modal),Player card (per mutual follower),button,NONE,no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by toggleInvitedPlayer calling updateMultiplayerState",onTogglePlayer(player.id) wired to toggleInvitedPlayer in the viewmodel,"form.data.invited_players and useMutualPlayers() hook (@/components/studio/room-templates/hooks/useMutualPlayers) for candidate list, persisted invited state via PATCH /api/creations/:id (updateCreationDraft)","pickerOpen is true, one card per entry in mutualPlayers (filtered)","Repeats once per mutual follower returned by useMutualPlayers hook; toggles selection on/off. mutualPlayers source hook not read in full, outside this unit's file list, flagged in escalations."
B,components/studio/my-creations/edit/sections/room-templates/room-template-multiplayer-section/RoomTemplateMultiplayerSection.view.jsx,Studio > My Creations > Edit > Room Templates > Players and Turn Order > Multiplayer Picker (modal),Search mutual followers...,text,""""" (local query useState)",no,NONE,"NOTHING CONSUMES IT beyond local filtering, filters filteredPlayers in-memory only, not persisted",onChange calling setQuery(event.target.value),NONE (local component state only),pickerOpen is true (Add Player clicked),"Search box inside PlayerPickerModal, filters mutualPlayers client side."
B,components/studio/my-creations/edit/sections/room-templates/room-template-identity-section/RoomTemplateIdentitySection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Identity,Player Character,select,OPTIONAL,no,"NONE, enum DISABLED OPTIONAL RECOMMENDED","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateDataField","onSelectPlayerCharacterMode calling updateDataField(""player_character_mode"", value)","form.data.player_character_mode, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,CrestfallSelect control. Options from ROOM_TEMPLATE_PLAYER_CHARACTER_OPTIONS.
B,components/studio/my-creations/edit/sections/room-templates/room-template-identity-section/RoomTemplateIdentitySection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Identity,Story Mode,select,GROUP,no,"NONE, value must be one of SOLO GROUP FLEXIBLE per options list","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateDataField","onSelectRoomMode calling updateDataField(""room_mode"", value)","form.data.room_mode, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,CrestfallSelect control. Options from ROOM_TEMPLATE_MODE_OPTIONS defined in the viewmodel file.
B,components/studio/my-creations/edit/sections/room-templates/room-template-identity-section/RoomTemplateIdentitySection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Identity,Tags,text,"NONE (empty string, joined from data.tags array)",no,"NONE, comma-split parsing on change (parseRoomTemplateIdentityTags trims and drops empty entries)","handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateDataField","onChangeTags calling updateDataField(""tags"", parseRoomTemplateIdentityTags(value))","form.data.tags (array), persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,"TextField from SharedFields, comma-separated tag text input."
B,components/studio/my-creations/edit/sections/room-templates/room-template-package-section/RoomTemplatePackageSection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Package,Scenario / Narrator / Location selection card,modal-trigger,"NONE (value shows selectedScenario/selectedNarrator/selectedLocation title+subtitle if set, else placeholder text)",no,NONE,"onOpen only sets local picker useState(""scenario""|""narrator""|""location""); the actual field write happens once a card is chosen inside RoomTemplatePackagePickerModalView (outside this unit's file list) via selectScenario/selectNarrator/selectLocation calling updateDataField(""selected_scenario""|""selected_narrator""|""selected_location"", item) then handleSave persists via updateCreationDraft","card.onOpen calling setPicker(""scenario""|""narrator""|""location"")","form.data.selected_scenario / selected_narrator / selected_location plus scenario_id/narrator_id/location_id, resolved against reference option lists from useRoomTemplateReferenceData() hook; persisted via PATCH /api/creations/:id (updateCreationDraft)","ALWAYS, one card per entry in selectionCards (scenario, narrator, location)","Rendered via SelectionCardView (components/studio/create/room-template/selection-card/SelectionCard.view.jsx), outside this unit's assigned files. The picker itself (RoomTemplatePackagePickerModalView) and SelectedCharactersPanelView / ScenarioRecommendationsPanelView are separate component files under components/studio/create/room-template/ and components/studio/room-templates/, not in this unit's file list; their internal controls (character toggle buttons, Apply All/Apply Required/Apply Optional/Apply Location/Apply Narrator/Apply Registries/Skip buttons) were traced only as far as the handler names visible in the viewmodel (toggleCharacter, removeCharacter, selectScenario, selectNarrator, selectLocation, dismissScenarioRecommendations, applyRecommendedCharacters, applyRecommendedLocation, applyRecommendedNarrator, applyRecommendedNpcRegistries, applyAllScenarioRecommendations), all of which ultimately call updateDataField and thus save via handleSave/updateCreationDraft. Full row-by-row enumeration of those nested picker/panel controls is flagged in escalations as outside the read file list."
B,components/studio/my-creations/edit/sections/room-templates/room-template-runtime-section/RoomTemplateRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Runtime Context,Private Room Guidance,textarea,""""" (data.private_room_guidance)",no,NONE,"handleSave (top-level Edit form save, PATCH via updateCreationDraft) after local state set by updateDataField","onChangePrivateGuidance calling updateDataField(""private_room_guidance"", value)","form.data.private_room_guidance, persisted via PATCH /api/creations/:id (updateCreationDraft)",ALWAYS,TextAreaField from SharedFields.
B,components/studio/my-creations/edit/sections/room-templates/room-template-runtime-section/RoomTemplateRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Runtime Context > Story Registry Attachments,Story Registry attachment controls (add/remove/pick registry),"other (composite sub-section, likely add/remove buttons plus a registry picker modal)","UNKNOWN, not traced",no,"UNKNOWN, not traced","UNKNOWN. Fed by useRoomRegistryAttachmentsSectionViewModel with the same data/updateDataField, so likely funnels through updateDataField and handleSave/updateCreationDraft, but components/studio/create/room-template/room-registry-attachments-section/* are outside this unit's assigned file list and were not opened.","UNKNOWN, not traced (component is RoomRegistryAttachmentsSectionView, hook is useRoomRegistryAttachmentsSectionViewModel)","UNKNOWN, likely form.data plus a registry reference source; not traced","ALWAYS (section always renders, contents depend on attachment state)","Escalation: full control enumeration requires reading components/studio/create/room-template/room-registry-attachments-section/RoomRegistryAttachmentsSection.view.jsx and its viewmodel, which are outside the six files this unit was scoped to."
B,components/studio/my-creations/edit/sections/room-templates/room-template-runtime-section/RoomTemplateRuntimeSection.view.jsx,Studio > My Creations > Edit > Room Templates > Story Runtime Context > Story Rules Codex Attachments,Story Rules Codex attachment controls (add/remove/pick rules codex),"other (composite sub-section, likely add/remove buttons plus a registry picker modal)","UNKNOWN, not traced",no,"UNKNOWN, not traced","UNKNOWN. RoomTemplateRuntimeSection.jsx (the wrapper) renders a RegistryLinkedCreationPickerModal fed by rulesCodexPickerProps from useStoryRulesCodexAttachmentsSectionViewModel, called with the same data/updateDataField as this section, so it very likely also funnels through updateDataField and handleSave/updateCreationDraft, but the actual view and viewmodel files (components/studio/create/room-template/story-rules-codex-attachments-section/*) are outside this unit's assigned file list and were not opened, so the exact control set and handler names were not traced.","UNKNOWN, not traced (component is StoryRulesCodexAttachmentsSectionView, hook is useStoryRulesCodexAttachmentsSectionViewModel)","UNKNOWN, likely form.data plus a registry reference source; not traced","ALWAYS (section always renders, contents depend on attachment state)","Escalation: full control enumeration requires reading components/studio/create/room-template/story-rules-codex-attachments-section/StoryRulesCodexAttachmentsSection.view.jsx and its viewmodel, which are outside the six files this unit was scoped to."
